primaryTitle,genres,directors,writers,averageRating,numVotes
Omkara,"Action,Crime,Drama",nm0080235,"nm0080235,nm0080327,nm1322477,nm0000636",8.1,19188
12,"Crime,Drama,Thriller",nm0586482,"nm0586482,nm1436795,nm0596208,nm0741627",7.7,13949
The Oxford Murders,"Crime,Mystery,Thriller",nm0407067,"nm0407067,nm0346277,nm2064031",6.1,27757
Unaccompanied Minors,"Adventure,Comedy,Family",nm0082450,"nm0582357,nm0015190",5.3,10478
Welcome,"Comedy,Romance",nm0063357,"nm0063357,nm0442396,nm0661494",6.9,18547
Chapter 27,"Biography,Crime,Drama",nm2493041,"nm2493041,nm2970332",5.7,10425
Who Killed the Electric Car?,Documentary,nm2071216,nm2071216,7.6,12127
Fanboys,"Adventure,Comedy,Crime",nm1381100,"nm2094392,nm1104057,nm2144288",6.6,56125
Jumper,"Action,Adventure,Sci-Fi",nm0510731,"nm0275286,nm0880243,nm1334526,nm2092479",6.1,286385
My Name Is Bruce,"Comedy,Fantasy,Horror",nm0132257,nm0894156,6.2,23642
The Nanny Diaries,"Comedy,Drama,Romance","nm0700301,nm0075849","nm2096064,nm2096624,nm0075849,nm0700301",6.2,55868
Saw III,"Crime,Horror,Mystery",nm1135423,"nm1191481,nm1490123",6.2,178207
Stop-Loss,"Drama,War",nm0005303,"nm1649645,nm0005303",6.4,19663
Strange Wilderness,"Adventure,Comedy",nm0937748,"nm0310087,nm0937748",5.3,20958
Venus,"Comedy,Drama,Romance",nm0585011,nm0475659,7.1,12374
Shattered,"Crime,Drama,Mystery",nm0054954,nm1474331,6.7,30433
All the Boys Love Mandy Lane,"Horror,Mystery,Thriller",nm1349522,nm2106079,5.5,31414
Because I Said So,"Comedy,Romance",nm0499724,"nm0394212,nm0625458",5.7,37347
Big Stan,"Action,Comedy",nm0001705,nm0509288,6.2,41942
Mutant Chronicles,"Action,Adventure,Mystery",nm0403038,nm0252155,5.2,25604
Reign Over Me,Drama,nm0082802,nm0082802,7.4,93024
Silence,"Drama,History",nm0000217,"nm0168379,nm0000217,nm0256870",7.2,100240
Something Borrowed,"Comedy,Drama,Romance",nm0339004,"nm1646565,nm2808946",5.9,57578
Suburbicon,"Comedy,Crime,Drama",nm0000123,"nm0001054,nm0001053,nm0000123,nm0381416",5.7,40334
Tulip Fever,"Drama,History,Romance",nm0149491,"nm0595738,nm0001779",6.2,18554
Away from Her,Drama,nm0001631,"nm0001631,nm0613084",7.5,21335
The Haunting in Connecticut,"Drama,Horror,Mystery",nm1433996,"nm0800048,nm0582481",5.9,59113
The Foot Fist Way,Comedy,nm2095817,"nm0078897,nm2095817,nm1144419",6.3,11503
The Game Plan,"Comedy,Family,Sport",nm0275698,"nm2106978,nm0696986,nm0920108",6.1,58967
Valley of the Wolves: Iraq,"Action,Drama,War",nm0015091,"nm1699094,nm1699902,nm2181690",5.8,16790
Chips,"Action,Comedy,Crime",nm1009277,"nm0743121,nm1009277",6.0,42426
Jackass Number Two,"Action,Comedy,Documentary",nm0871860,"nm0871860,nm0005069,nm0424216,nm0546640,nm0828177,nm0690686,nm0242756,nm0010338,nm1035634,nm0257424,nm0569199,nm1274310,nm1029269,nm3245936,nm0225164,nm0696093,nm2268192,nm0498982,nm1435812,nm0519671,nm0734773,nm1079524,nm2483967,nm2525534",7.0,66552
This Film Is Not Yet Rated,Documentary,nm0225269,"nm0225269,nm0772907,nm1121472",7.5,27314
Wanted,"Action,Crime,Thriller",nm0067457,"nm0104973,nm0351929,nm0604555,nm2092839,nm1631852",6.7,359777
Ramona and Beezus,"Comedy,Drama,Family",nm0020491,"nm0185934,nm0701143,nm0165823",6.5,17253
Eagle vs Shark,"Comedy,Romance",nm0169806,"nm1045593,nm0169806",6.8,23067
Inkheart,"Adventure,Family,Fantasy",nm0812200,"nm1865755,nm1751315",6.1,73436
The Unknown Woman,"Drama,Mystery,Thriller",nm0868153,"nm0868153,nm0211160",7.4,14066
"Welcome Home, Roscoe Jenkins","Comedy,Romance",nm0002700,nm0002700,5.5,13438
Silk,"Drama,Romance",nm0320660,"nm0054621,nm0320660,nm2124018",5.9,10947
Hotchpotch: Fun Unlimited,"Action,Comedy,Drama",nm1460159,nm0903423,7.4,15103
Tales from Earthsea,"Adventure,Animation,Fantasy",nm2066439,"nm0494372,nm2066439,nm2146668,nm0594503",6.4,35361
White Noise 2: The Light,"Drama,Fantasy,Horror",nm0527261,nm1107639,5.7,12670
Ocean's Thirteen,"Action,Crime,Thriller",nm0001752,"nm0002718,nm0505522,nm0425138,nm0751207",6.9,321184
An Inconvenient Truth,"Documentary,News",nm0346550,nm0330722,7.4,80293
"I'm a Cyborg, But That's OK","Comedy,Drama,Romance",nm0661791,"nm1941029,nm0661791",7.1,22832
Vicky Cristina Barcelona,"Comedy,Drama,Romance",nm0000095,nm0000095,7.1,242300
Sex and Death 101,"Comedy,Drama,Fantasy",nm0914058,nm0914058,6.0,10739
Time,"Drama,Mystery,Romance",nm1104118,nm1104118,7.2,11833
Climates,"Drama,Romance",nm0149196,nm0149196,7.2,12119
Hostel: Part II,"Horror,Thriller",nm0744834,nm0744834,5.5,85374
Letters from Iwo Jima,"Action,Adventure,Drama",nm0000142,"nm2111875,nm0353673,nm2362326,nm2359677",7.9,153924
We Own the Night,"Action,Crime,Drama",nm0336695,nm0336695,6.8,84886
Takva: A Man's Fear of God,Drama,nm1699703,nm0129158,7.5,11974
Guru,"Biography,Drama",nm0711745,"nm0711745,nm1715502,nm0440604,nm0837675,nm0007124",7.7,21984
The Chronicles of Narnia: Prince Caspian,"Action,Adventure,Family",nm0011470,"nm0011470,nm1321655,nm1321656,nm0507000",6.5,194291
Avatar,"Action,Adventure,Fantasy",nm0000116,nm0000116,7.8,1118216
Reno 911! Miami,"Comedy,Crime",nm0304830,"nm0304830,nm0502073,nm0448486",5.9,26221
War,"Action,Crime,Thriller",nm0041161,"nm2184243,nm2124027",6.2,85431
10 Items or Less,"Comedy,Drama",nm0797869,nm0797869,6.6,14221
The Man from Earth,"Drama,Fantasy,Mystery",nm0770942,nm0003198,7.9,173948
Margot at the Wedding,"Comedy,Drama",nm0000876,nm0000876,6.0,19476
Death Note,"Crime,Drama,Fantasy",nm0437526,"nm2174097,nm1761126,nm0645256",7.7,28615
Friday the 13th,"Horror,Mystery,Thriller",nm1197971,"nm0566699,nm1226735,nm1226737,nm1187126",5.5,97972
Love & Other Drugs,"Comedy,Drama,Romance",nm0001880,"nm1017488,nm0001880,nm0380980,nm2168221",6.7,180831
Into the Wild,"Adventure,Biography,Drama",nm0000576,"nm0000576,nm1040556",8.1,572244
Music and Lyrics,"Comedy,Music,Romance",nm0492909,nm0492909,6.5,97396
Outlaw,"Action,Crime,Drama",nm0522393,nm0522393,5.7,12184
Body of Lies,"Action,Drama,Thriller",nm0000631,"nm1184258,nm2015758",7.1,213516
We Are Marshall,"Drama,Sport",nm0629334,"nm1956691,nm2124061",7.1,57395
He Was a Quiet Man,"Drama,Romance,Thriller",nm0135141,nm0135141,6.8,21944
The Water Horse,"Adventure,Family,Fantasy",nm0751221,"nm0414608,nm0455404",6.4,37788
Thirst,"Drama,Fantasy,Horror",nm0661791,"nm0957652,nm0661791,nm1941029",7.1,42610
I Now Pronounce You Chuck & Larry,"Comedy,Romance",nm0240797,"nm0266673,nm0668247,nm0852591,nm0303056",5.9,140976
License to Wed,"Comedy,Romance",nm0477129,"nm2184890,nm0711422,nm0224084,nm1762694",5.3,37944
The Nativity Story,"Adventure,Drama,Family",nm0362566,nm0723692,6.8,10094
Planet 51,"Adventure,Animation,Comedy","nm3371961,nm3483756,nm3360961","nm0830294,nm3371961,nm3360961,nm3483756,nm2171590",6.0,50774
Syrup,"Comedy,Drama,Romance",nm1736575,"nm1736575,nm2179274",5.7,10851
A Thousand Words,"Comedy,Drama",nm0005367,nm0466175,5.9,40430
Home of the Brave,"Action,Drama,War",nm0005563,"nm0295296,nm0005563",5.6,10459
Brothers,"Action,Drama,Thriller",nm0006487,"nm1125275,nm0081540,nm0421314",7.1,111634
My Blueberry Nights,"Drama,Romance",nm0939182,"nm0939182,nm0088747",6.6,51889
American Gangster,"Biography,Crime,Drama",nm0000631,"nm0001873,nm0414893",7.8,392002
The Baader Meinhof Complex,"Action,Biography,Crime",nm0248942,"nm0251536,nm0248942,nm0042266",7.4,35876
Eastern Promises,"Action,Crime,Drama",nm0000343,nm1140275,7.6,227563
Escape from Planet Earth,"Adventure,Animation,Comedy",nm2117510,"nm1779809,nm2117510,nm0000410,nm0419486,nm0563243,nm0498555,nm0249897",5.9,24485
Evening,"Drama,Romance",nm0005759,"nm0591612,nm1259728",6.5,12979
Meet Dave,"Adventure,Comedy,Family",nm0005367,"nm0338576,nm0179132",5.0,38512
Happy Days,"Comedy,Drama,Family",nm0015570,nm0784149,8.7,10000
The Last Mimzy,"Action,Adventure,Drama",nm0790144,"nm0748022,nm0256497,nm0366337,nm2452967,nm0476565,nm0600987",6.2,20790
What's Your Number?,"Comedy,Romance",nm0617042,"nm1271341,nm1000302,nm0188243",6.1,72525
Fool's Gold,"Action,Adventure,Comedy",nm0855035,"nm0163177,nm0954664,nm0855035",5.7,73820
I Think I Love My Wife,"Comedy,Drama,Romance",nm0001674,"nm0001674,nm0127373,nm0006445",5.5,16419
Samsara,"Documentary,Music",nm0294825,"nm0294825,nm0536056",8.5,33381
Man of Steel,"Action,Adventure,Sci-Fi",nm0811583,"nm0275286,nm0634240,nm0796950,nm0795975",7.0,690675
The Illusionist,"Animation,Drama,Family",nm0158984,"nm0158984,nm0004244",7.5,33668
The Savages,"Comedy,Drama",nm0420982,nm0420982,7.1,35824
Stomp the Yard,"Drama,Music,Romance",nm1234893,"nm0011950,nm0026782",5.5,21725
Aliens in the Attic,"Adventure,Comedy,Family",nm0776271,"nm0123666,nm1104057",5.4,20770
Black Sheep,"Comedy,Horror,Sci-Fi",nm2204480,nm2204480,5.8,39064
Drive,"Crime,Drama",nm0716347,"nm0024925,nm2201245",7.8,570838
Everybody's Fine,"Adventure,Drama",nm0428600,"nm0428600,nm0868153,nm0346096,nm0211160",7.1,58668
Flawless,"Crime,Drama,Thriller",nm0705535,nm2207094,6.8,22981
The Princess and the Frog,"Adventure,Animation,Comedy","nm0615780,nm0166256","nm0166256,nm0615780,nm0258627,nm0649663,nm0972395,nm3756395",7.1,124187
My Mom's New Boyfriend,"Comedy,Crime,Romance",nm0303032,nm0303032,5.3,11071
In Bruges,"Comedy,Crime,Drama",nm1732981,nm1732981,7.9,390065
Imagine That,"Comedy,Drama,Family",nm0456732,"nm0004412,nm0558533",5.6,13836
Mr. Brooks,"Crime,Drama,Thriller",nm0262595,"nm0262595,nm0317279",7.3,143428
The Signal,"Horror,Sci-Fi,Thriller","nm0124112,nm1410159,nm1402180","nm1410159,nm1402180,nm0124112",6.0,20335
Smiley Face,"Adventure,Comedy",nm0000777,nm0353630,5.8,16508
Teeth,"Comedy,Fantasy,Horror",nm0509033,nm0509033,5.4,41565
The Wolfman,"Drama,Fantasy,Horror",nm0002653,"nm0001825,nm0783100,nm0802561",5.8,102631
Atonement,"Drama,Mystery,Romance",nm0942504,"nm0568605,nm0358960",7.8,251065
The Dead Girl,"Crime,Drama,Mystery",nm0597673,nm0597673,6.6,14420
Gangster's Paradise: Jerusalema,"Action,Crime,Drama",nm0956537,nm0956537,7.3,10333
The Brothers Solomon,Comedy,nm0644022,nm0287182,5.3,10515
Hotel for Dogs,"Comedy,Family,Sci-Fi",nm0294457,"nm0523094,nm0774792,nm0566407,nm0242028",5.4,21728
Over Her Dead Body,"Comedy,Fantasy,Romance",nm0523094,nm0523094,5.2,23793
Ong Bak 2,Action,"nm1388074,nm1437277","nm1388074,nm1437277,nm0251424,nm4719180",6.2,29319
The Boxtrolls,"Adventure,Animation,Comedy","nm0030253,nm0820934","nm0109267,nm1106082,nm2223296,nm0820934,nm0197767,nm2280596",6.8,54325
Hot Rod,"Comedy,Sport",nm1676223,nm0103702,6.7,77129
Towelhead,Drama,nm0050332,"nm0050332,nm1396563",6.9,11358
The Man Who Knew Infinity,"Biography,Drama",nm0114226,"nm0114226,nm2216692",7.2,51284
Deck the Halls,"Comedy,Family",nm0925870,"nm1953304,nm1951118,nm0722610",5.0,23548
Meet Bill,"Comedy,Drama","nm2214893,nm0325927",nm2214893,6.2,19479
The Incredible Burt Wonderstone,Comedy,nm0769135,"nm0326246,nm0197855,nm2226753,nm1624685",5.9,70778
Dallas Buyers Club,"Biography,Drama",nm0885249,"nm1258965,nm2214893",8.0,440962
Mirrors,"Horror,Mystery",nm0014960,"nm0014960,nm0505183,nm1193005",6.2,102190
The Messenger,"Drama,Romance,War",nm0610219,"nm0131947,nm0610219",7.1,33906
Jack Reacher,"Action,Thriller",nm0003160,"nm1676193,nm0003160",7.0,308670
R.I.P.D.,"Action,Adventure,Comedy",nm0777881,"nm0006534,nm0542062,nm0229694,nm0006997,nm9592688",5.6,117968
Georgia Rule,"Comedy,Drama",nm0005190,nm0029125,5.8,23899
Hunting and Gathering,"Drama,Romance",nm0001945,"nm0001945,nm1674495",6.8,11575
Case 39,"Horror,Mystery,Thriller",nm0023355,nm1242522,6.2,78904
Death at a Funeral,Comedy,nm0000568,nm1918877,7.4,109620
Mamma Mia!,"Comedy,Musical,Romance",nm1630273,nm0424735,6.4,215895
Namastey London,"Comedy,Drama,Romance",nm1150959,"nm1330994,nm1937760",7.1,20590
Winter in Wartime,"Drama,History,War",nm0465551,"nm0465551,nm1007747,nm1399358,nm1174527",7.0,12176
Cassandra's Dream,"Crime,Drama,Romance",nm0000095,nm0000095,6.7,49993
The Babysitters,Drama,nm1565107,nm1565107,5.6,10828
Star Trek,"Action,Adventure,Sci-Fi",nm0009190,"nm0649460,nm0476064,nm0734472",7.9,577063
You Kill Me,"Comedy,Crime,Romance",nm0001093,"nm1321655,nm1321656",6.5,17833
13,"Crime,Drama,Thriller",nm1201875,"nm1201875,nm0699294",6.1,40323
Be Kind Rewind,Comedy,nm0327273,nm0327273,6.4,88526
The Bridge,"Documentary,Drama",nm0824414,nm4228877,7.2,11030
Feast of Love,"Drama,Romance",nm0000914,"nm0122335,nm2257022",6.6,15984
Forgetting Sarah Marshall,"Comedy,Drama,Romance",nm0831557,nm0781981,7.1,263954
The Hills Have Eyes 2,"Action,Adventure,Horror",nm1170286,"nm0000127,nm0186617",5.1,60682
The Incredible Hulk,"Action,Adventure,Sci-Fi",nm0504642,"nm0672015,nm0498278,nm0456158",6.7,433522
Deception,"Crime,Drama,Mystery",nm2251947,nm0093560,6.1,37680
Transsiberian,"Crime,Drama,Mystery",nm0026442,"nm0026442,nm0175877",6.7,50733
Appaloosa,"Action,Crime,Drama",nm0000438,"nm0461446,nm0000438,nm0662582",6.7,58272
Clash of the Titans,"Action,Adventure,Fantasy",nm0504642,"nm2012438,nm0006534,nm0542062,nm0189117",5.8,270294
The Dirt,"Biography,Comedy,Drama",nm0871860,"nm0929186,nm5287325,nm0005136,nm1016427,nm0624702,nm1015634,nm2196897",7.0,39786
Thor,"Action,Adventure,Fantasy",nm0000110,"nm1005420,nm0826714,nm0668309,nm0833089,nm0698873,nm0498278,nm1293367,nm0456158",7.0,746242
Life in a Metro,"Comedy,Drama,Romance",nm1397301,"nm1397301,nm1821635",7.4,11083
An American Crime,"Biography,Crime,Drama",nm0641373,"nm0641373,nm0877596",7.3,32415
The Promotion,Comedy,nm0175726,nm0175726,5.6,18118
Red Dog,"Biography,Comedy,Drama",nm0826541,"nm0850044,nm0207408",7.4,16787
Warcraft,"Action,Adventure,Fantasy",nm1512910,"nm0495378,nm1512910",6.8,241539
Death Sentence,"Action,Crime,Drama",nm1490123,"nm2259451,nm0307257",6.8,68934
Devil's Knot,"Biography,Crime,Drama",nm0000382,"nm0090199,nm0220600,nm2268286",6.1,20322
It's Kind of a Funny Story,"Comedy,Drama,Romance","nm1349818,nm0281396","nm1349818,nm0281396,nm2272408",7.1,135276
P2,"Crime,Horror,Thriller",nm0451076,"nm0014960,nm0505183,nm0451076",5.9,31867
Rendition,"Drama,Thriller",nm0004303,nm0762504,6.8,54112
Taxi 4,"Action,Comedy,Crime",nm0470443,nm0000108,5.6,26653
Bhagam Bhag,"Comedy,Mystery,Thriller","nm12257631,nm0698184",nm0903423,6.4,11059
Facing the Giants,"Drama,Fantasy,Sport",nm1731937,"nm1731937,nm1726854",6.6,15992
Lars and the Real Girl,"Comedy,Drama,Romance",nm0318916,nm1280672,7.3,137980
The Midnight Meat Train,"Horror,Mystery,Thriller",nm0457565,"nm1161528,nm0000850",6.0,60149
The Witches,"Adventure,Comedy,Family",nm0000709,"nm0000709,nm1244069,nm0868219,nm0001094",5.3,22233
Blood: The Last Vampire,"Action,Adventure,Fantasy",nm0619599,"nm0159443,nm0436784,nm1056267",5.3,14437
Heyy Babyy,"Comedy,Drama",nm1349318,"nm1349318,nm1179457,nm3065956",6.0,13325
Carriers,"Adventure,Drama,Sci-Fi","nm0665041,nm1883612","nm1883612,nm0665041",6.0,43619
Partner,"Comedy,Drama,Romance",nm0223522,"nm1879189,nm0155027,nm0223522,nm1182352,nm0792767",5.7,11195
Angels & Demons,"Action,Mystery,Thriller",nm0000165,"nm0462895,nm0326040,nm1467010",6.7,273321
The Bothersome Man,"Comedy,Drama,Fantasy",nm0509633,nm0996077,7.3,16454
Easy Virtue,"Comedy,Romance",nm0254632,"nm0254632,nm0423364,nm0002021",6.7,20130
Cold Prey,"Horror,Thriller",nm1012385,"nm1856961,nm2276540,nm1012385,nm0486644,nm1342878",6.3,17219
Funny Games,"Crime,Drama,Horror",nm0359734,nm0359734,6.6,90625
Joshua,"Drama,Horror,Thriller",nm0711807,"nm2274741,nm0711807",5.9,11882
The Heir Apparent: Largo Winch,"Action,Adventure,Thriller",nm1362432,"nm1272853,nm1362432,nm0887015,nm0290717",6.5,13464
"Lust, Caution","Drama,History,Romance",nm0000487,"nm0151690,nm0770005,nm0910924",7.5,37387
"New York, I Love You","Comedy,Drama,Romance","nm0015359,nm0040939,nm0051157,nm0400441,nm0412517,nm0422638,nm0001408,nm0551358,nm0619762,nm0000204,nm0711840","nm2873851,nm2581373,nm0395262,nm1252453,nm0412517,nm0994546,nm0622288,nm0144018,nm0935829,nm0005237,nm0000204,nm0015359,nm0551358,nm0694130,nm1475479,nm1440846,nm0040939",6.2,44802
Persepolis,"Animation,Biography,Drama","nm2277869,nm1749112","nm2277869,nm1749112",8.0,88578
The Girl Who Leapt Through Time,"Adventure,Animation,Comedy",nm0396074,"nm0875489,nm0645766",7.7,60298
Tooth Fairy,"Comedy,Family,Fantasy",nm0501185,"nm0304665,nm0541632,nm0827985,nm0893262,nm0802020,nm0682063",5.0,42305
The Accidental Husband,"Comedy,Romance",nm0001162,"nm1597668,nm1646529,nm0773731",5.6,23239
Bright Star,"Biography,Drama,Romance",nm0001005,"nm0001005,nm1652346",6.9,25245
The Danish Girl,"Biography,Drama,Romance",nm0393799,"nm0185309,nm2286442",7.1,163611
The Deaths of Ian Stone,"Horror,Thriller",nm0224191,nm0393445,5.6,12579
Death Note: The Last Name,"Adventure,Crime,Drama",nm0437526,"nm2174097,nm1761126,nm0645256",7.2,15625
Take Me Home Tonight,"Comedy,Drama,Romance",nm0236226,"nm0066851,nm0276882,nm0333410,nm2281415",6.3,51207
The Nines,"Drama,Fantasy,Mystery",nm0041864,nm0041864,6.3,32684
Speed Racer,"Action,Adventure,Comedy","nm0905154,nm0905152","nm0905152,nm0905154,nm1033745",6.0,68905
The Ten,"Comedy,Romance",nm0906476,"nm0547800,nm0906476",5.0,16277
The Counterfeiters,"Crime,Drama,History",nm0752328,"nm2542195,nm0752328",7.6,43224
Bangkok Dangerous,"Action,Crime,Thriller","nm0659380,nm0161152","nm0725034,nm0161152,nm0659380",5.4,54899
Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy",nm0001060,"nm0864471,nm2292894",5.9,177020
Seven Pounds,Drama,nm0610831,nm1455356,7.6,286583
The Stepfather,"Crime,Thriller",nm1879589,"nm0136592,nm0922799,nm0498839,nm0307257",5.6,31671
Frontier(s),Horror,nm1164755,nm1164755,6.2,25176
The Life Before Her Eyes,"Drama,Fantasy,Mystery",nm1166926,"nm0440641,nm2145339",6.3,13616
She's Out of My League,"Comedy,Romance",nm1637768,"nm1890845,nm1898234",6.4,126915
Religulous,"Comedy,Documentary,War",nm0153078,nm0005175,7.6,57381
Sydney White,"Comedy,Drama,Romance",nm0638271,nm1548657,6.2,46022
The Uninvited,"Drama,Horror,Mystery","nm0345294,nm0345307","nm0742194,nm1215164,nm0076166,nm0453518",6.3,76270
Pokiri,"Action,Crime,Thriller",nm0700872,nm0700872,7.9,12659
Black Water,"Action,Adventure,Drama","nm0871188,nm2299471","nm0871188,nm2299471",5.9,13636
The Book Thief,"Drama,War",nm1093053,"nm2295691,nm0678104",7.6,127256
Conan the Barbarian,"Action,Adventure,Fantasy",nm1197971,"nm0232776,nm0649191,nm0393517,nm0397574",5.2,95257
Lake Mungo,"Drama,Horror,Mystery",nm1757667,nm1757667,6.3,18007
Interstellar,"Adventure,Drama,Sci-Fi",nm0634240,"nm0634300,nm0634240",8.6,1509675
World War Z,"Action,Adventure,Horror",nm0286975,"nm1996352,nm1206844,nm0511541,nm0833089,nm0112150",7.0,601263
Flipped,"Comedy,Drama,Romance",nm0001661,"nm0001661,nm0770650,nm2300000",7.7,81392
Valentine's Day,"Comedy,Romance",nm0005190,"nm0297545,nm0463359,nm0799050",5.7,113572
Drillbit Taylor,"Action,Comedy,Crime",nm0109359,"nm0003249,nm0736622,nm0000455",5.7,58113
The Edge of Love,"Biography,Drama,Romance",nm0562266,"nm0531930,nm1729542",6.3,16561
Ghosts of Girlfriends Past,"Comedy,Fantasy,Romance",nm0914132,"nm0524190,nm0601859",5.8,84628
The Soloist,"Biography,Drama,Music",nm0942504,"nm0335666,nm2311134",6.7,51468
Marley & Me,"Comedy,Drama,Family",nm0291205,"nm0291082,nm0740400,nm2313946",7.1,146790
Priest,"Action,Horror,Thriller",nm0829820,"nm2309430,nm2312828",5.7,115012
Shooter,"Action,Drama,Thriller",nm0298807,"nm0501380,nm2394211",7.2,310297
Changeling,"Biography,Crime,Drama",nm0000142,nm0833089,7.7,238960
The Last Station,"Biography,Drama,Romance",nm0001355,"nm0001355,nm0661514",7.0,17782
The Bucket List,"Adventure,Comedy,Drama",nm0001661,nm0951698,7.4,230434
Caramel,"Comedy,Drama,Romance",nm1701024,"nm1701024,nm2764802,nm2125368",7.1,12855
The Magician,"Comedy,Drama","nm0948000,nm0051166",nm0948000,7.4,30464
Dracula Untold,"Action,Drama,Fantasy",nm2411495,"nm1948885,nm2332952,nm0831290",6.3,179555
Ten Inch Hero,"Comedy,Drama,Romance",nm0533145,nm2326155,7.4,11885
A Mighty Heart,"Biography,Drama,History",nm0935863,"nm0650089,nm1490413",6.6,26792
Superbad,Comedy,nm0609549,"nm0736622,nm1698571",7.6,520480
Quantum of Solace,"Action,Adventure,Thriller",nm0286975,"nm0353673,nm0701031,nm0905498",6.6,405323
The Girl Next Door,"Crime,Drama,Horror",nm0933471,"nm0268107,nm0638329,nm1626482",6.6,23487
Godzilla,"Action,Adventure,Sci-Fi",nm2284484,"nm0393094,nm0613609,nm0443227,nm1709264,nm1440919,nm0001104,nm0275286",6.4,374718
Reservation Road,"Crime,Drama,Thriller",nm0313623,"nm2331718,nm0313623",6.7,22569
Tekkonkinkreet,"Action,Adventure,Animation",nm0034712,"nm1782101,nm1137219",7.6,12615
"Definitely, Maybe","Comedy,Drama,Romance",nm0111845,nm0111845,7.1,155471
Underworld: Rise of the Lycans,"Action,Fantasy,Sci-Fi",nm0851281,"nm0564286,nm0085736,nm0564586,nm0936482,nm0650601,nm0340485",6.6,151094
Arn: The Knight Templar,"Action,Drama,Romance",nm0282425,"nm0347188,nm1076710",6.6,21141
Hotel Transylvania,"Animation,Comedy,Family",nm0850733,"nm0063165,nm0806912,nm0244110,nm1087952,nm1156984",7.1,224334
Pet Sematary,"Horror,Mystery,Thriller","nm1556116,nm1552637","nm0000175,nm0338557,nm1161528",5.7,81496
The Darjeeling Limited,"Adventure,Comedy,Drama",nm0027572,"nm0027572,nm0178910,nm0005403",7.2,180337
The Pink Panther 2,"Action,Adventure,Comedy",nm0958969,"nm2354099,nm2352210,nm0000188,nm0725009,nm0001175",5.6,42430
After.Life,"Drama,Mystery,Thriller",nm1033683,"nm1033683,nm1037586,nm3216543",5.9,36650
Step Brothers,Comedy,nm0570912,"nm0002071,nm0570912,nm0000604",6.9,268007
Semi-Pro,"Comedy,Sport",nm0022768,nm0035905,5.8,78446
Forever Strong,"Drama,Sport",nm0514662,"nm2077611,nm4944238",7.2,10181
The Town,"Crime,Drama,Thriller",nm0000255,"nm0185976,nm0000255,nm0830760,nm2353561",7.5,352476
2 Days in Paris,"Comedy,Drama,Romance",nm0000365,nm0000365,6.8,30152
Walk Hard: The Dewey Cox Story,"Comedy,Music",nm0440458,"nm0031976,nm0440458",6.8,67335
The Kids Are All Right,"Comedy,Drama,Romance",nm0158966,"nm0158966,nm0089742",7.0,125711
Paranoid Park,"Crime,Drama,Mystery",nm0001814,"nm0001814,nm0625183",6.7,29135
The Brothers Bloom,"Action,Adventure,Comedy",nm0426059,nm0426059,6.8,48958
North Face,"Adventure,Biography,Drama",nm0836715,"nm1557910,nm0836715,nm0377422,nm1112548,nm0736447",7.4,14878
Cloudy with a Chance of Meatballs,"Adventure,Animation,Comedy","nm0588087,nm0520488","nm0520488,nm0588087,nm2360213,nm2360861,nm0338576",6.9,205101
The Collector,"Action,Crime,Horror",nm1729303,"nm1733317,nm1729303",6.4,58437
The Last House on the Left,"Action,Crime,Drama",nm1531934,"nm2085654,nm0255296,nm0000127",6.5,85692
Son of Rambow,"Action,Adventure,Comedy",nm1134029,nm1134029,7.0,30787
Dhamaal,"Action,Adventure,Comedy",nm0409791,"nm1885232,nm1022273,nm2366632",7.3,13251
The Avengers,"Action,Adventure,Sci-Fi",nm0923736,"nm0923736,nm0672015",8.0,1259793
Epic,"Adventure,Animation,Family",nm0917188,"nm0366337,nm0431622,nm0792092,nm0040022,nm0256079,nm0917188",6.7,99613
Diary of the Dead,"Fantasy,Horror,Sci-Fi",nm0001681,nm0001681,5.6,45810
Battle in Seattle,"Action,Drama,History",nm0870204,nm0870204,6.7,14209
The Island,Drama,nm0526732,nm2379476,7.9,11093
Paprika,"Animation,Drama,Fantasy",nm0464804,"nm0875489,nm2008007,nm0464804",7.7,71231
The House Bunny,"Comedy,Romance",nm0937748,"nm0527581,nm0809006",5.5,79300
Taxi to the Dark Side,"Crime,Documentary,History",nm0316795,nm0316795,7.4,14923
Inside,Horror,"nm2377660,nm2376614","nm2377660,nm2376614",6.8,37450
The Sweeney,"Action,Crime,Drama",nm0522393,"nm0522393,nm0388076,nm0552409",6.1,18889
The Visitor,Drama,nm0565336,nm0565336,7.6,41528
Sleuth,"Crime,Drama,Mystery",nm0000110,"nm0787289,nm0056217",6.5,30483
Gabriel,"Action,Fantasy,Horror",nm2325065,"nm2377128,nm2325065",5.6,13622
Smart People,"Comedy,Drama,Romance",nm1729171,nm1729394,6.1,22331
Battle for Terra,"Action,Adventure,Animation",nm0875056,"nm0818746,nm0875056",6.5,11332
The Mummy: Tomb of the Dragon Emperor,"Action,Adventure,Fantasy",nm0003418,"nm0332184,nm0587692,nm0049721,nm0814085",5.2,150793
Super Troopers 2,"Comedy,Crime,Mystery",nm0151540,"nm0151540,nm0373571,nm0501399,nm0815418,nm0831479",6.1,23872
Evangelion: 2.0 You Can (Not) Advance,"Action,Animation,Drama","nm0875453,nm0556094,nm0030417",nm0030417,8.0,15604
Blindness,"Drama,Mystery,Sci-Fi",nm0576987,"nm0764832,nm0001528",6.6,70190
